Downloaded from https://mol.org on Oct 3, 2021. Inclusive species list based on approximate intersections with Political boundary polygon for the Mexico region. 


"Scientific Name","Common Name","Family","Taxonomic Group"
"Achalarus jalapus","Jalapus Cloudywing","Hesperiidae","Butterflies"
"Panaropsis elegans","null","Riodinidae","Butterflies"
"Urbanus esta","Esta Longtail","Hesperiidae","Butterflies"
"Cyanophrys miserablis","Clench's Greenstreak","Lycaenidae","Butterflies"
"Apuecla upupa","Puppy Hairstreak","Lycaenidae","Butterflies"
"Xeniades chalestra","Smiling Skipper","Hesperiidae","Butterflies"
"Hyposcada virginiana","Virginia's Ticlear","Nymphalidae","Butterflies"
"Eurema nise","Mimosa Yellow","Pieridae","Butterflies"
"Caria domitianus","Small-Patched Greenmark","Riodinidae","Butterflies"
"Pareuptychia metaleuca","White-Banded Satyr","Nymphalidae","Butterflies"
"Actinote lapitha","Pale Actinote","Nymphalidae","Butterflies"
"Zera nolckeni","Barred Zera","Hesperiidae","Butterflies"
"Thoon modius","Model Thoon","Hesperiidae","Butterflies"
"Euselasia eurypus","Tee-Banded Sombermark","Riodinidae","Butterflies"
"Polites rhesus","Rhesus Skipper","Hesperiidae","Butterflies"
"Bungalotis milleri","Freeman's Scarlet-Eye","Hesperiidae","Butterflies"
"Chlosyne definita","Definite Patch","Nymphalidae","Butterflies"
"Halotus rica","Rich Skipper","Hesperiidae","Butterflies"
"Anaea mora","Godman's Leafwing","Nymphalidae","Butterflies"
"Morys valerius","Happy Skipper","Hesperiidae","Butterflies"
"Charonias eurytele","Tiger White","Pieridae","Butterflies"
"Anaea halice","Pear-Winged Leafwing","Nymphalidae","Butterflies"
"Cephise mexicanus","Mexican Scarlet-Eye","Hesperiidae","Butterflies"
"Prepona deiphile","null","Nymphalidae","Butterflies"
"Eumaeus childrenae","Superb Cycadian","Lycaenidae","Butterflies"
"Ascia josephina","Giant White","Pieridae","Butterflies"
"Mesene leucopus","White-Legged Geomark","Riodinidae","Butterflies"
"Quasimellana agnesae","Coastal Mellana","Hesperiidae","Butterflies"
"Chlosyne erodyle","Guatemalan Patch","Nymphalidae","Butterflies"
"Anaea herbacea","Scarce Leafwing","Nymphalidae","Butterflies"
"Callophrys affinis","Western Green Hairstreak","Lycaenidae","Butterflies"
"Adelpha leuceria","Orange-Striped Sister","Nymphalidae","Butterflies"
"Strephonota syedra","White-Banded Hairstreak","Lycaenidae","Butterflies"
"Achlyodes busirus","Giant Sicklewing","Hesperiidae","Butterflies"
"Ministrymon una","Pale Ministreak","Lycaenidae","Butterflies"
"Erora opisena","Druce's Dreamstreak","Lycaenidae","Butterflies"
"Lerema lumina","Overcast Skipper","Hesperiidae","Butterflies"
"Hypophylla sudias","null","Riodinidae","Butterflies"
"Cymaenes odilia","Fawn-Spotted Skipper","Hesperiidae","Butterflies"
"Chlorostrymon simaethis","Silver-Banded Hairstreak","Lycaenidae","Butterflies"
"Napaea eucharila","White-Stitched Metalmark","Riodinidae","Butterflies"
"Erynnis pacuvius","Pacuvius Duskywing","Hesperiidae","Butterflies"
"Eutychide paria","Gold-Dot Skipper","Hesperiidae","Butterflies"
"Bungalotis erythus","Spotted Scarlet-Eye","Hesperiidae","Butterflies"
"Mimoides ilus","Dual-Spotted Swallowtail","Papilionidae","Butterflies"
"Ebusus ebusus","Fascinating Skipper","Hesperiidae","Butterflies"
"Antigonus nearchus","Death-Mask Spurwing","Hesperiidae","Butterflies"
"Mysoria affinis","West-Mexican Firetip","Hesperiidae","Butterflies"
"Carrhenes canescens","Hoary Skipper","Hesperiidae","Butterflies"
"Lamprospilus tarpa","Yellow-Banded Groundstreak","Lycaenidae","Butterflies"
"Calephelis velutina","Temple Scintillant","Riodinidae","Butterflies"
"Cyllopsis nayarit","West-Mexican Gemmed-Satyr","Nymphalidae","Butterflies"
"Apodemia murphyi","Murphy's Metalmark","Riodinidae","Butterflies"
"Talides sergestus","Cramer's Ruby-Eye","Hesperiidae","Butterflies"
"Parrhasius orgia","Turquoise-M Hairstreak","Lycaenidae","Butterflies"
"Hypothyris euclea","Common Ticlear","Nymphalidae","Butterflies"
"Anthocharis lanceolata","Gray Marble","Pieridae","Butterflies"
"Adelpha erymanthis","Orange-Leading Sister","Nymphalidae","Butterflies"
"Altinote ozomene","Lamplight Actinote","Nymphalidae","Butterflies"
"Cyllopsis pyracmon","Nabokov's Satyr","Nymphalidae","Butterflies"
"Oenomaus ortygnus","Aquamarine Hairstreak","Lycaenidae","Butterflies"
"Celaenorrhinus stola","Elegant Flat","Hesperiidae","Butterflies"
"Ministrymon leda","Leda Ministreak","Lycaenidae","Butterflies"
"Ipidecla schausi","Schaus' Streaklet","Lycaenidae","Butterflies"
"Eurytides thyastes","Orange Kite-Swallowtail","Papilionidae","Butterflies"
"Tithorea harmonia","Black-Fronted Prestonian","Nymphalidae","Butterflies"
"Dione juno","Juno Heliconian","Nymphalidae","Butterflies"
"Plebejus icarioides","Boisduval's Blue","Lycaenidae","Butterflies"
"Perichares philetes","Green-Backed Ruby-Eye","Hesperiidae","Butterflies"
"Erynnis afranius","Afranius Duskywing","Hesperiidae","Butterflies"
"Paratrytone polyclea","Godman's Poan","Hesperiidae","Butterflies"
"Piruna cingo","Many-Spotted Skipperling","Hesperiidae","Butterflies"
"Lathecla latagus","Lata Hairstreak","Lycaenidae","Butterflies"
"Calycopis drusilla","null","Lycaenidae","Butterflies"
"Philaethria diatonica","null","Nymphalidae","Butterflies"
"Urbanus pronus","Pronus Longtail","Hesperiidae","Butterflies"
"Dalla ramirezi","Gold-Rayed Skipperling","Hesperiidae","Butterflies"
"Cercyonis sthenele","Great Basin Wood-Nymph","Nymphalidae","Butterflies"
"Ministrymon phrutus","Red-Flocked Ministreak","Lycaenidae","Butterflies"
"Janthecla janthodonia","Mexican Janstreak","Lycaenidae","Butterflies"
"Pyrgus ruralis","Two-Banded Checkered-Skipper","Hesperiidae","Butterflies"
"Systasea zampa","Arizona Powdered-Skipper","Hesperiidae","Butterflies"
"Urbanus evona","Turquoise Longtail","Hesperiidae","Butterflies"
"Limenitis weidemeyerii","Weidemeyer's Admiral","Nymphalidae","Butterflies"
"Erynnis scudderi","Scudder's Duskywing","Hesperiidae","Butterflies"
"Cyllopsis guatemalena","Guatemalan Gemmed-Satyr","Nymphalidae","Butterflies"
"Evenus batesi","null","Lycaenidae","Butterflies"
"Satyrium calanus","Banded Hairstreak","Lycaenidae","Butterflies"
"Narope testacea","Brown Owl-Butterfly","Nymphalidae","Butterflies"
"Paratrytone decepta","Deceptive Poan","Hesperiidae","Butterflies"
"Saliana longirostris","Shy Saliana","Hesperiidae","Butterflies"
"Lasaia sessilis","Somber Bluemark","Riodinidae","Butterflies"
"Orthos lycortas","Blotchy Skipper","Hesperiidae","Butterflies"
"Bolla giselus","'West-Mexican' Variable Bolla","Hesperiidae","Butterflies"
"Eueides lineata","White-Dotted Heliconian","Nymphalidae","Butterflies"
"Chlosyne marina","Red-Spotted Patch","Nymphalidae","Butterflies"
"Battus lycidas","Yellow-Trailed Swallowtail","Papilionidae","Butterflies"
"Lerodea arabus","Violet-Clouded Skipper","Hesperiidae","Butterflies"
"Cyllopsis pertepida","Canyonland Satyr","Nymphalidae","Butterflies"
"Paratrytone gala","Gala Poan","Hesperiidae","Butterflies"
"Perichares lotus","Lotus Ruby-Eye","Hesperiidae","Butterflies"
"Decinea mustea","Musty Skipper","Hesperiidae","Butterflies"
"Piruna brunnea","Chocolate Skipperling","Hesperiidae","Butterflies"
"Corticea lysias","Guatemalan Brown-Skipper","Hesperiidae","Butterflies"
"Cogia cajeta","Yellow-Haired Pyramid-Skipper","Hesperiidae","Butterflies"
"Eurema albula","Ghost Yellow","Pieridae","Butterflies"
"Panthiades bitias","Eclipsed Cross-Streak","Lycaenidae","Butterflies"
"Battus eracon","Colima Swallowtail","Papilionidae","Butterflies"
"Librita heras","Omilteme Skipper","Hesperiidae","Butterflies"
"Piruna maculata","Sinaloan Skipperling","Hesperiidae","Butterflies"
"Pierella luna","Quiet Diaph","Nymphalidae","Butterflies"
"Virga clenchi","Veracruz Brown-Skipper","Hesperiidae","Butterflies"
"Typhedanus ampyx","Yellow-Lined Longtail","Hesperiidae","Butterflies"
"Papilio eurymedon","Pale Swallowtail","Papilionidae","Butterflies"
"Papias dictys","Cheerful Skipper","Hesperiidae","Butterflies"
"Piruna pirus","Russet Skipperling","Hesperiidae","Butterflies"
"Pieris rapae","Cabbage White","Pieridae","Butterflies"
"Appias drusilla","Florida White","Pieridae","Butterflies"
"Panoquina ocola","Ocola Skipper","Hesperiidae","Butterflies"
"Hesperopsis alpheus","Salt Bush Sootywing","Hesperiidae","Butterflies"
"Yvretta carus","null","Hesperiidae","Butterflies"
"Fixsenia favonius","Southern Hairstreak","Lycaenidae","Butterflies"
"Pompeius pompeius","Common Glassywing","Hesperiidae","Butterflies"
"Polythrix caunus","Square-Spotted Polythrix","Hesperiidae","Butterflies"
"Zaretis callidryas","Ghost Leafwing","Nymphalidae","Butterflies"
"Synapte malitiosa","Malicious Skipper","Hesperiidae","Butterflies"
"Pareuptychia ocirrhoe","White Satyr","Nymphalidae","Butterflies"
"Danaus gilippus","Queen","Nymphalidae","Butterflies"
"Theorema eumenia","Pale-Tipped Cycadian","Lycaenidae","Butterflies"
"Archonias brassolis","Cattleheart White","Pieridae","Butterflies"
"Cyanophrys amyntor","Cramer's Greenstreak","Lycaenidae","Butterflies"
"Panoquina panoquinoides","Obscure Skipper","Hesperiidae","Butterflies"
"Plebejus saepiolus","Greenish Blue","Lycaenidae","Butterflies"
"Euptychia jesia","Transgressive Satyr","Nymphalidae","Butterflies"
"Calycopis pisis","Pisis Groundstreak","Lycaenidae","Butterflies"
"Arumecla galliena","Red-Based Groundstreak","Lycaenidae","Butterflies"
"Vehilius stictomenes","Pasture Brown-Skipper","Hesperiidae","Butterflies"
"Pyrrhopyge hoffmanni","Freeman's Firetip","Hesperiidae","Butterflies"
"Lasaia sula","Blue Metalmark","Riodinidae","Butterflies"
"Staphylus tepeca","Grizzled Scallopwing","Hesperiidae","Butterflies"
"Narcosius parisi","Trojan Flasher","Hesperiidae","Butterflies"
"Anaea eurypyle","Pointed Leafwing","Nymphalidae","Butterflies"
"Celotes nessus","Common Streaky-Skipper","Hesperiidae","Butterflies"
"Adelpha felderi","Rusty Sister","Nymphalidae","Butterflies"
"Oxeoschistus tauropolis","Starred Oxeo","Nymphalidae","Butterflies"
"Adelpha phylaca","Cecropia Sister","Nymphalidae","Butterflies"
"Ocyba calathana","Yellow-Rimmed Scarlet-Eye","Hesperiidae","Butterflies"
"Autochton vectilucis","Dark-Fringed Banded-Skipper","Hesperiidae","Butterflies"
"Lamphiotes velazquezi","Brown-Tipped Metalmark","Riodinidae","Butterflies"
"Gyrocheilus patrobas","Red-Bordered Satyr","Nymphalidae","Butterflies"
"Thespieus macareus","Chestnut-Marked Skipper","Hesperiidae","Butterflies"
"Pythonides grandis","Many-Spotted Blue-Skipper","Hesperiidae","Butterflies"
"Ministrymon cleon","Dark Ministreak","Lycaenidae","Butterflies"
"Atlides rustan","Rusty Greatstreak","Lycaenidae","Butterflies"
"Anaea glycerium","Angled Leafwing","Nymphalidae","Butterflies"
"Piruna dampfi","Bell's Skipperling","Hesperiidae","Butterflies"
"Battus laodamus","null","Papilionidae","Butterflies"
"Morys compta","Rusty Skipper","Hesperiidae","Butterflies"
"Nymphalis antiopa","Mourning Cloak","Nymphalidae","Butterflies"
"Quasimellana myron","Swarthy Mellana","Hesperiidae","Butterflies"
"Cyllopsis parvimaculata","Weak Gemmed-Satyr","Nymphalidae","Butterflies"
"Brevianta busa","Frosted Hairstreak","Lycaenidae","Butterflies"
"Pedaliodes circumducta","Mexican Pedalio","Nymphalidae","Butterflies"
"Mylon jason","Jason's Mylon","Hesperiidae","Butterflies"
"Achlyodes thraso","Sickle-Winged Skipper","Hesperiidae","Butterflies"
"Apodemia hepburni","Hepburn's Metalmark","Riodinidae","Butterflies"
"Gindanes brebisson","White-Trailed Skipper","Hesperiidae","Butterflies"
"Amblyscirtes folia","Fine-Spotted Roadside-Skipper","Hesperiidae","Butterflies"
"Calephelis arizonesis","null","Riodinidae","Butterflies"
"Cogia mala","Purple-Washed Pyramid-Skipper","Hesperiidae","Butterflies"
"Strymon cestri","Tailless Scrub-Hairstreak","Lycaenidae","Butterflies"
"Phyciodes tharos","Pearl Crescent","Nymphalidae","Butterflies"
"Amblyscirtes tolteca","Toltec Roadside-Skipper","Hesperiidae","Butterflies"
"Rhinthon osca","Osca Skipper","Hesperiidae","Butterflies"
"Astraptes creteus","Silvered Flasher","Hesperiidae","Butterflies"
"Strymon columella","Mallow Scrub-Hairstreak","Lycaenidae","Butterflies"
"Opsiphanes cassina","Split-Banded Owlet","Nymphalidae","Butterflies"
"Thracides phidon","Common Mimic-Skipper","Hesperiidae","Butterflies"
"Papias phaeomelas","Geyer's Skipper","Hesperiidae","Butterflies"
"Symmachia rubina","Stripe-Tipped Fiestamark","Riodinidae","Butterflies"
"Onespa nubis","Nubis Skipper","Hesperiidae","Butterflies"
"Bolla cupreiceps","Golden-Headed Bolla","Hesperiidae","Butterflies"
"Bolla evippe","Salvin's Bolla","Hesperiidae","Butterflies"
"Papilio rogeri","Yucatan Swallowtail","Papilionidae","Butterflies"
"Anaea aureola","Aureole Leafwing","Nymphalidae","Butterflies"
"Speyeria coronis","Coronis Fritillary","Nymphalidae","Butterflies"
"Thorybes valeriana","Desert Mottled Skipper","Hesperiidae","Butterflies"
"Eunica tatila","Florida Purplewing","Nymphalidae","Butterflies"
"Mielkella singularis","Mayan Owl-Butterfly","Nymphalidae","Butterflies"
"Nicolaea ophia","Ophia Hairstreak","Lycaenidae","Butterflies"
"Evenus coronata","Magnificent Greatstreak","Lycaenidae","Butterflies"
"Eurema dina","Dina Yellow","Pieridae","Butterflies"
"Monca telata","Violet-Patched Skipper","Hesperiidae","Butterflies"
"Mnasinous patage","Black-Veined Brown-Skipper","Hesperiidae","Butterflies"
"Timochares ruptifasciata","Brown-Banded Skipper","Hesperiidae","Butterflies"
"Eutychide complana","Compliant Skipper","Hesperiidae","Butterflies"
"Ocaria thales","Jet Blackstreak","Lycaenidae","Butterflies"
"Astraptes janeira","Bronze Flasher","Hesperiidae","Butterflies"
"Ocaria clenchi","Veracruz Blackstreak","Lycaenidae","Butterflies"
"Rekoa meton","Mother-Of-Pearl Hairstreak","Lycaenidae","Butterflies"
"Decinea decinea","Winey Skipper","Hesperiidae","Butterflies"
"Ministrymon ino","null","Lycaenidae","Butterflies"
"Euphyes ampa","Evan's Sedge-Skipper","Hesperiidae","Butterflies"
"Calycopis trebula","Ochre Groundstreak","Lycaenidae","Butterflies"
"Panoquina sylvicola","Purple-Washed Skipper","Hesperiidae","Butterflies"
"Hyalothyrus neleus","Dimorphic Skipper","Hesperiidae","Butterflies"
"Strymon yojoa","Yojoa Scrub-Hairstreak","Lycaenidae","Butterflies"
"Saliana saladin","Violet-Tipped Saliana","Hesperiidae","Butterflies"
"Nesiostrymon calchinia","Tied Hairstreak","Lycaenidae","Butterflies"
"Theope pseudopedias","Confused Theope","Riodinidae","Butterflies"
"Heliopetes macaira","Turk's-Cap White-Skipper","Hesperiidae","Butterflies"
"Cercyonis pegala","Common Wood-Nymph","Nymphalidae","Butterflies"
"Camptopleura auxo","Bentwing","Hesperiidae","Butterflies"
"Pyrrhogyra otolais","White-Edged Red-Ring","Nymphalidae","Butterflies"
"Autochton bipunctatus","Two-Spotted Banded-Skipper","Hesperiidae","Butterflies"
"Antigonus funebris","Funereal Spurwing","Hesperiidae","Butterflies"
"Lamprospilus arza","Cream-Banded Groundstreak","Lycaenidae","Butterflies"
"Celmia celmus","Chutes-And-Ladders Hairstreak","Lycaenidae","Butterflies"
"Adelpha boeotia","Felder'ssister","Nymphalidae","Butterflies"
"Speyeria nokomis","Nokomis Fritillary","Nymphalidae","Butterflies"
"Electrostrymon canus","Muted Hairstreak","Lycaenidae","Butterflies"
"Callicore astarte","Blue-Stitched Eighty-Eight","Nymphalidae","Butterflies"
"Rhetus periander","Variable Beautymark","Riodinidae","Butterflies"
"Urbanus tanna","Tanna Longtail","Hesperiidae","Butterflies"
"Adelpha cytherea","Smooth-Banded Sister","Nymphalidae","Butterflies"
"Piruna purepecha","Highlands Skipperling","Hesperiidae","Butterflies"
"Carystoides mexicana","Mexican Ruby-Eye","Hesperiidae","Butterflies"
"Napaea beltiana","null","Riodinidae","Butterflies"
"Carystus senex","Blue-Gray Ruby-Eye","Hesperiidae","Butterflies"
"Codatractus uvydixa","Thorn-Scrub Mottled-Skipper","Hesperiidae","Butterflies"
"Caria rhacotis","Hackberry Greenmark","Riodinidae","Butterflies"
"Oleria zea","Bar-Celled Oleria","Nymphalidae","Butterflies"
"Cynea cynea","Hewitson's Cynea","Hesperiidae","Butterflies"
"Ochlodes snowi","null","Hesperiidae","Butterflies"
"Ganyra josephina","Giant White","Pieridae","Butterflies"
"Agathymus indecisa","Guatemalan Giant-Skipper","Hesperiidae","Butterflies"
"Agathymus remingtoni","Coahuila Giant-Skipper","Hesperiidae","Butterflies"
"Zopyrion sandace","Mexican Sandy-Skipper","Hesperiidae","Butterflies"
"Paramacera chinanteca","Chinantlan Pine-Satyr","Nymphalidae","Butterflies"
"Emesis emesia","Curve-Winged Metalmark","Riodinidae","Butterflies"
"Hermeuptychia sosybius","Carolina Satyr","Nymphalidae","Butterflies"
"Quasimellana servilius","null","Hesperiidae","Butterflies"
"Phanus vitreus","Musical Ghost-Skipper","Hesperiidae","Butterflies"
"Cogia hippalus","Acacia Skipper","Hesperiidae","Butterflies"
"Decinea percosius","Double-Dotted Skipper","Hesperiidae","Butterflies"
"Saliana severus","Dark Saliana","Hesperiidae","Butterflies"
"Calephelis sixola","Greater Scintillant","Riodinidae","Butterflies"
"Catonephele mexicana","Guatemalan Catone","Nymphalidae","Butterflies"
"Ebrietas anacreon","Common Bent-Skipper","Hesperiidae","Butterflies"
"Magneuptychia alcinoe","Simple Satyr","Nymphalidae","Butterflies"
"Enantia Albania","null","Pieridae","Butterflies"
"Cissia palladia","Butler's Satyr","Nymphalidae","Butterflies"
"Nastra julia","Julia's Skipper","Hesperiidae","Butterflies"
"Piruna microsticta","Small-Spotted Skipperling","Hesperiidae","Butterflies"
"Melete polyhymnia","Golden Melwhite","Pieridae","Butterflies"
"Chlosyne gabbii","Gabb's Checkerspot","Nymphalidae","Butterflies"
"Hamadryas fornax","Orange Cracker","Nymphalidae","Butterflies"
"Agathymus evansi","Huachuca Giant-Skipper","Hesperiidae","Butterflies"
"Pellicia dimidiata","Morning Glory Pellicia","Hesperiidae","Butterflies"
"Tigasis simplex","Simple Skipper","Hesperiidae","Butterflies"
"Strymon megarus","Confusing Scrub-Hairstreak","Lycaenidae","Butterflies"
"Nascus phocus","Common Scarlet-Eye","Hesperiidae","Butterflies"
"Erora aura","null","Lycaenidae","Butterflies"
"Catonephele cortesi","West-Mexican Catone","Nymphalidae","Butterflies"
"Carystoides escalantei","Puebla Ruby-Eye","Hesperiidae","Butterflies"
"Phyciodes drusilla","Orange-Patched Crescent","Nymphalidae","Butterflies"
"Urbanus albimargo","White-Edged Longtail","Hesperiidae","Butterflies"
"Parides iphidamas","Transandean Cattleheart","Papilionidae","Butterflies"
"Arcas imperialis","Imperial Sunstreak","Lycaenidae","Butterflies"
"Apodemia mormo","Mormon Metalmark","Riodinidae","Butterflies"
"Pachyneuria liscisca","Obscure Nison","Hesperiidae","Butterflies"
"Theope eupolis","Guatemalan Theope","Riodinidae","Butterflies"
"Calephelis sinaloensis","Sinaloan Scintillant","Riodinidae","Butterflies"
"Lycas argentea","Fantastic Ruby-Eye","Hesperiidae","Butterflies"
"Perrhybris pamela","Chiapas White","Pieridae","Butterflies"
"Lycaena arota","Tailed Copper","Lycaenidae","Butterflies"
"Microtia elva","Elf","Nymphalidae","Butterflies"
"Heliopetes alana","Alana White-Skipper","Hesperiidae","Butterflies"
"Doxocopa cyane","Cyan Emperor","Nymphalidae","Butterflies"
"Drephalys oria","Sunrise Paradise-Skipper","Hesperiidae","Butterflies"
"Vidius perigenes","Pale-Rayed Skipper","Hesperiidae","Butterflies"
"Archaeoprepona phaedra","Falcate Prepona","Nymphalidae","Butterflies"
"Phoebis trite","Straight-Lined Sulphur","Pieridae","Butterflies"
"Ouleus cyrna","Hidden-Yellow Zera","Hesperiidae","Butterflies"
